VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
5067, 797, -158.48306,  53.86707,  111.94461,  0.98425, -0.11811,  0.15748,  1.00, -0.18898, -0.70079,  0.68504,  1.00,  0.37085,  0.54346,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5068, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5069, 902, -137.24979,  80.0069,  142.41039,  0.84252, -0.00787,  0.53543,  1.00, -0.48031, -0.44094,  0.75591,  1.00,  0.38818,  0.56494,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5070, 902, -137.24979,  80.0069,  142.41039,  0.84252, -0.00787,  0.53543,  1.00, -0.48031, -0.44094,  0.75591,  1.00,  0.38818,  0.56494,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5071, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5072, 842, -129.28293,  117.40657,  182.07938,  0.87402, -0.00787,  0.48031,  1.00, -0.40945, -0.54331,  0.73228,  1.00,  0.39453,  0.59521,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5073, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5074, 841, -159.0517,  105.59479,  134.95872,  0.95276, -0.11024,  0.27559,  1.00, -0.29134, -0.51969,  0.80315,  1.00,  0.37036,  0.58594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5075, 842, -129.28293,  117.40657,  182.07938,  0.87402, -0.00787,  0.48031,  1.00, -0.40945, -0.54331,  0.73228,  1.00,  0.39453,  0.59521,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5076, 797, -158.48306,  53.86707,  111.94461,  0.98425, -0.11811,  0.15748,  1.00, -0.18898, -0.70079,  0.68504,  1.00,  0.37085,  0.54346,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5077, 800, -171.11902,  54.71667,  123.49689,  0.94488, -0.1811,  0.27559,  1.00, -0.33071, -0.62205,  0.70866,  1.00,  0.3606,  0.54443,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5078, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5079, 840, -173.65436,  88.65651,  123.02992,  0.87402, -0.06299,  0.48031,  1.00, -0.44094, -0.51969,  0.73228,  1.00,  0.3584,  0.57178,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5080, 841, -159.0517,  105.59479,  134.95872,  0.95276, -0.11024,  0.27559,  1.00, -0.29134, -0.51969,  0.80315,  1.00,  0.37036,  0.58594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5081, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5082, 840, -173.65436,  88.65651,  123.02992,  0.87402, -0.06299,  0.48031,  1.00, -0.44094, -0.51969,  0.73228,  1.00,  0.3584,  0.57178,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5083, 903, -136.16287,  98.99969,  159.73747,  0.71654, -0.00787,  0.69291,  1.00, -0.62205, -0.44882,  0.6378,  1.00,  0.38892,  0.58057,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5084, 800, -171.11902,  54.71667,  123.49689,  0.94488, -0.1811,  0.27559,  1.00, -0.33071, -0.62205,  0.70866,  1.00,  0.3606,  0.54443,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5085, 800, -171.11902,  54.71667,  123.49689,  0.94488, -0.1811,  0.27559,  1.00, -0.33071, -0.62205,  0.70866,  1.00,  0.3606,  0.54443,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5086, 801, -187.22321,  54.43272,  96.59673,  0.79528,  0.00,  0.6063,  1.00, -0.58268, -0.28346,  0.76378,  1.00,  0.34741,  0.54395,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5087, 840, -173.65436,  88.65651,  123.02992,  0.87402, -0.06299,  0.48031,  1.00, -0.44094, -0.51969,  0.73228,  1.00,  0.3584,  0.57178,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5088, 840, -173.65436,  88.65651,  123.02992,  0.87402, -0.06299,  0.48031,  1.00, -0.44094, -0.51969,  0.73228,  1.00,  0.3584,  0.57178,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5089, 801, -187.22321,  54.43272,  96.59673,  0.79528,  0.00,  0.6063,  1.00, -0.58268, -0.28346,  0.76378,  1.00,  0.34741,  0.54395,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5090, 904, -206.96176,  72.67609,  83.97414,  0.89764,  0.00,  0.43307,  1.00, -0.41732, -0.30709,  0.85827,  1.00,  0.3313,  0.55908,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5091, 840, -173.65436,  88.65651,  123.02992,  0.87402, -0.06299,  0.48031,  1.00, -0.44094, -0.51969,  0.73228,  1.00,  0.3584,  0.57178,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5092, 904, -206.96176,  72.67609,  83.97414,  0.89764,  0.00,  0.43307,  1.00, -0.41732, -0.30709,  0.85827,  1.00,  0.3313,  0.55908,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5093, 822, -205.17157,  94.99789,  131.95297,  0.82677, -0.07087,  0.55906,  1.00, -0.41732, -0.74016,  0.52756,  1.00,  0.33276,  0.57715,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5094, 801, -187.22321,  54.43272,  96.59673,  0.79528,  0.00,  0.6063,  1.00, -0.58268, -0.28346,  0.76378,  1.00,  0.34741,  0.54395,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5095, 806, -220.1055,  65.36198,  83.70695,  0.88976,  0.00,  0.45669,  1.00, -0.44094,  0.27559,  0.85827,  1.00,  0.32056,  0.55273,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5096, 904, -206.96176,  72.67609,  83.97414,  0.89764,  0.00,  0.43307,  1.00, -0.41732, -0.30709,  0.85827,  1.00,  0.3313,  0.55908,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5097, 904, -206.96176,  72.67609,  83.97414,  0.89764,  0.00,  0.43307,  1.00, -0.41732, -0.30709,  0.85827,  1.00,  0.3313,  0.55908,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5098, 809, -232.11319,  75.80229,  72.41238,  0.90551,  0.00787,  0.41732,  1.00, -0.40157, -0.25984,  0.87402,  1.00,  0.31079,  0.56152,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5099, 822, -205.17157,  94.99789,  131.95297,  0.82677, -0.07087,  0.55906,  1.00, -0.41732, -0.74016,  0.52756,  1.00,  0.33276,  0.57715,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5100, 806, -220.1055,  65.36198,  83.70695,  0.88976,  0.00,  0.45669,  1.00, -0.44094,  0.27559,  0.85827,  1.00,  0.32056,  0.55273,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5101, 809, -232.11319,  75.80229,  72.41238,  0.90551,  0.00787,  0.41732,  1.00, -0.40157, -0.25984,  0.87402,  1.00,  0.31079,  0.56152,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5102, 904, -206.96176,  72.67609,  83.97414,  0.89764,  0.00,  0.43307,  1.00, -0.41732, -0.30709,  0.85827,  1.00,  0.3313,  0.55908,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5103, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5104, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5105, 905,  159.3172, -395.70825,  95.57669,  1.00,  0.00, -0.00787,  1.00,  0.00, -0.71654,  0.69291,  1.00,  0.62939,  0.17773,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5106, 905,  159.3172, -395.70825,  95.57669,  1.00,  0.00, -0.00787,  1.00,  0.00, -0.71654,  0.69291,  1.00,  0.62939,  0.17773,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5107, 519,  121.59653, -367.1001,  129.85176,  0.79528, -0.0315,  0.61417,  1.00, -0.59843, -0.25984,  0.76378,  1.00,  0.59863,  0.20105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5108, 522,  153.9913, -349.4613,  152.64012,  1.00, -0.01575,  0.06299,  1.00, -0.05512, -0.73228,  0.68504,  1.00,  0.625,  0.21545,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5109, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5110, 905,  159.3172, -395.70825,  95.57669,  1.00,  0.00, -0.00787,  1.00,  0.00, -0.71654,  0.69291,  1.00,  0.62939,  0.17773,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5111, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5112, 517,  141.83319, -459.1701,  41.78066,  1.00,  0.01575,  0.08661,  1.00, -0.07087, -0.49606,  0.86614,  1.00,  0.61523,  0.1261,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5113, 518,  134.46805, -419.59723,  64.21034,  0.88189,  0.00,  0.47244,  1.00, -0.40157, -0.51969,  0.75591,  1.00,  0.60938,  0.15833,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5114, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5115, 905,  159.3172, -395.70825,  95.57669,  1.00,  0.00, -0.00787,  1.00,  0.00, -0.71654,  0.69291,  1.00,  0.62939,  0.17773,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5116, 522,  153.9913, -349.4613,  152.64012,  1.00, -0.01575,  0.06299,  1.00, -0.05512, -0.73228,  0.68504,  1.00,  0.625,  0.21545,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5117, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5118, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5119, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5120, 905,  159.3172, -395.70825,  95.57669,  1.00,  0.00, -0.00787,  1.00,  0.00, -0.71654,  0.69291,  1.00,  0.62939,  0.17773,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5121, 517,  141.83319, -459.1701,  41.78066,  1.00,  0.01575,  0.08661,  1.00, -0.07087, -0.49606,  0.86614,  1.00,  0.61523,  0.1261,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5122, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5123, 908,  172.79227, -462.33398,  41.79482,  0.93701, -0.00787,  0.35433,  1.00, -0.33071, -0.40945,  0.85039,  1.00,  0.64063,  0.12354,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5124, 514,  146.09686, -494.09558,  29.68773,  1.00,  0.00,  0.07087,  1.00, -0.07087, -0.27559,  0.96063,  1.00,  0.61865,  0.09766,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5125, 517,  141.83319, -459.1701,  41.78066,  1.00,  0.01575,  0.08661,  1.00, -0.07087, -0.49606,  0.86614,  1.00,  0.61523,  0.1261,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5126, 908,  172.79227, -462.33398,  41.79482,  0.93701, -0.00787,  0.35433,  1.00, -0.33071, -0.40945,  0.85039,  1.00,  0.64063,  0.12354,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5127, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5128, 909,  174.21811, -439.1405,  58.87036,  0.90551, -0.00787, -0.41732,  1.00,  0.37008, -0.44882,  0.81102,  1.00,  0.6416,  0.14233,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5129, 908,  172.79227, -462.33398,  41.79482,  0.93701, -0.00787,  0.35433,  1.00, -0.33071, -0.40945,  0.85039,  1.00,  0.64063,  0.12354,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5130, 909,  174.21811, -439.1405,  58.87036,  0.90551, -0.00787, -0.41732,  1.00,  0.37008, -0.44882,  0.81102,  1.00,  0.6416,  0.14233,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5131, 906,  159.02933, -449.66373,  68.00045,  1.00,  0.00787,  0.00787,  1.00,  0.00, -0.66142,  0.74803,  1.00,  0.62939,  0.13379,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5132, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5133, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5134, 514,  146.09686, -494.09558,  29.68773,  1.00,  0.00,  0.07087,  1.00, -0.07087, -0.27559,  0.96063,  1.00,  0.61865,  0.09766,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5135, 908,  172.79227, -462.33398,  41.79482,  0.93701, -0.00787,  0.35433,  1.00, -0.33071, -0.40945,  0.85039,  1.00,  0.64063,  0.12354,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5136, 908,  172.79227, -462.33398,  41.79482,  0.93701, -0.00787,  0.35433,  1.00, -0.33071, -0.40945,  0.85039,  1.00,  0.64063,  0.12354,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5137, 909,  174.21811, -439.1405,  58.87036,  0.90551, -0.00787, -0.41732,  1.00,  0.37008, -0.44882,  0.81102,  1.00,  0.6416,  0.14233,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5138, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5139, 911,  168.32947, -499.25385,  38.44228,  0.9685,  0.00,  0.25984,  1.00, -0.24409, -0.33858,  0.91339,  1.00,  0.63672,  0.09351,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5140, 514,  146.09686, -494.09558,  29.68773,  1.00,  0.00,  0.07087,  1.00, -0.07087, -0.27559,  0.96063,  1.00,  0.61865,  0.09766,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5141, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5142, 911,  168.32947, -499.25385,  38.44228,  0.9685,  0.00,  0.25984,  1.00, -0.24409, -0.33858,  0.91339,  1.00,  0.63672,  0.09351,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5143, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5144, 912,  204.38568, -501.91638,  41.64723,  1.00,  0.00,  0.08661,  1.00, -0.07874, -0.44882,  0.88976,  1.00,  0.66602,  0.09131,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5145, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5146, 909,  174.21811, -439.1405,  58.87036,  0.90551, -0.00787, -0.41732,  1.00,  0.37008, -0.44882,  0.81102,  1.00,  0.6416,  0.14233,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
