VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w, in_ATTRIBUTE5.x, in_ATTRIBUTE5.y, in_ATTRIBUTE13.x, in_ATTRIBUTE13.y, in_ATTRIBUTE13.z, in_ATTRIBUTE13.w
4764, 12359,  8.05636,  3.12031,  149.22391,  0.29412,  0.11373,  0.2549,  0.50196,  0.87843,  0.20784,  0.63922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.17676,  0.98047,  1.00,  1.00,  1.00,  1.00
4765, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4766, 12361,  7.53887,  2.75125,  149.86716,  0.2902,  0.11765,  0.25098,  0.50196,  0.90196,  0.21569,  0.59216,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
4767, 12359,  8.05636,  3.12031,  149.22391,  0.29412,  0.11373,  0.2549,  0.50196,  0.87843,  0.20784,  0.63922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.17676,  0.98047,  1.00,  1.00,  1.00,  1.00
4768, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4769, 12361,  7.53887,  2.75125,  149.86716,  0.2902,  0.11765,  0.25098,  0.50196,  0.90196,  0.21569,  0.59216,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
4770, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4771, 12361,  7.53887,  2.75125,  149.86716,  0.2902,  0.11765,  0.25098,  0.50196,  0.90196,  0.21569,  0.59216,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
4772, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4773, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4774, 12361,  7.53887,  2.75125,  149.86716,  0.2902,  0.11765,  0.25098,  0.50196,  0.90196,  0.21569,  0.59216,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0397,  0.88086,  1.00,  1.00,  1.00,  1.00
4775, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4776, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4777, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4778, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4779, 12360,  7.34614,  2.42858,  149.72359,  0.36078,  0.0549,  0.31373,  0.50196,  0.96078,  0.32549,  0.56471,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
4780, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4781, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4782, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4783, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4784, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4785, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4786, 12362,  7.3236,  2.57922,  150.97478,  0.68235,  0.05098,  0.36863,  0.50196,  0.92157,  0.71373,  0.34902,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04538,  0.76709,  1.00,  1.00,  1.00,  1.00
4787, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4788, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4789, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4790, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4791, 12363,  7.76429,  1.91484,  150.99306,  0.77255,  0.07843,  0.46667,  0.50196,  0.87059,  0.75686,  0.29412,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.22668,  0.76709,  1.00,  1.00,  1.00,  1.00
4792, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4793, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4794, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4795, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4796, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4797, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4798, 12364,  8.5379,  3.06812,  152.80878,  0.77255,  0.0902,  0.41569,  0.50196,  0.82745,  0.77255,  0.23922,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.59619,  1.00,  1.00,  1.00,  1.00
4799, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4800, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4801, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4802, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4803, 12365,  9.22812,  1.96767,  152.49136,  0.76863,  0.08627,  0.41961,  0.50196,  0.83529,  0.76863,  0.24706,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
4804, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4805, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4806, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4807, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4808, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4809, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4810, 12366,  8.96365,  3.37504,  153.84053,  0.76471,  0.07843,  0.46667,  0.50196,  0.88235,  0.75686,  0.3098,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0441,  0.54443,  1.00,  1.00,  1.00,  1.00
4811, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4812, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4813, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4814, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4815, 12367,  9.76603,  2.13471,  153.88083,  0.76471,  0.07451,  0.5098,  0.50196,  0.89804,  0.7451,  0.32941,  1.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
4816, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4817, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4818, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4819, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4820, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4821, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4822, 12368,  9.21588,  3.65279,  154.80632,  0.75686,  0.07059,  0.5098,  0.50196,  0.92157,  0.75294,  0.42745,  1.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
4823, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4824, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4825, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4826, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4827, 12369,  10.00883,  2.30215,  154.84375,  0.73725,  0.05882,  0.5098,  0.50196,  0.93333,  0.73725,  0.44706,  1.00, 1, 0, 0, 0,  0.61176,  0.38824,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
4828, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4829, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4830, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4831, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4832, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4833, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4834, 12370,  9.06137,  3.88679,  155.69667,  0.71373,  0.04706,  0.50588,  0.50196,  0.94902,  0.71765,  0.52157,  1.00, 0, 1, 0, 0,  0.56863,  0.43137,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
4835, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4836, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4837, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4838, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4839, 12371,  9.66136,  2.54859,  155.71878,  0.67843,  0.03137,  0.51765,  0.50196,  0.94902,  0.67451,  0.62353,  1.00, 1, 0, 0, 0,  0.51373,  0.48627,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
4840, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4841, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4842, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4843, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4844, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4845, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4846, 12372,  8.93524,  4.14588,  156.53532,  0.61569,  0.01176,  0.52549,  0.50196,  0.98431,  0.61569,  0.47843,  1.00, 0, 1, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.0441,  0.38403,  1.00,  1.00,  1.00,  1.00
4847, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4848, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4849, 12375,  9.29766,  3.09984,  158.11124,  0.54902,  0.00392,  0.53333,  0.50196,  0.99216,  0.55294,  0.54118,  1.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
4850, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4851, 12373,  9.17732,  2.79833,  156.6378,  0.57647,  0.00392,  0.52941,  0.50196,  0.98431,  0.58039,  0.58431,  1.00, 0, 1, 0, 0,  0.60784,  0.39216,  0.00,  0.00,  0.31055,  0.38403,  1.00,  1.00,  1.00,  1.00
4852, 12375,  9.29766,  3.09984,  158.11124,  0.54902,  0.00392,  0.53333,  0.50196,  0.99216,  0.55294,  0.54118,  1.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
4853, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4854, 12376,  8.26249,  5.08621,  160.17242,  0.61569,  0.01569,  0.56471,  0.50196,  0.96863,  0.62745,  0.60784,  1.00, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
4855, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4856, 12375,  9.29766,  3.09984,  158.11124,  0.54902,  0.00392,  0.53333,  0.50196,  0.99216,  0.55294,  0.54118,  1.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
4857, 12376,  8.26249,  5.08621,  160.17242,  0.61569,  0.01569,  0.56471,  0.50196,  0.96863,  0.62745,  0.60784,  1.00, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
4858, 12374,  9.18828,  4.58178,  158.08176,  0.54118,  0.00,  0.51373,  0.50196,  0.98824,  0.5451,  0.58039,  1.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00,  0.0441,  0.28369,  1.00,  1.00,  1.00,  1.00
4859, 12375,  9.29766,  3.09984,  158.11124,  0.54902,  0.00392,  0.53333,  0.50196,  0.99216,  0.55294,  0.54118,  1.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
4860, 12375,  9.29766,  3.09984,  158.11124,  0.54902,  0.00392,  0.53333,  0.50196,  0.99216,  0.55294,  0.54118,  1.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00,  0.31055,  0.28369,  1.00,  1.00,  1.00,  1.00
4861, 12377,  8.64657,  3.67915,  160.42799,  0.63922,  0.02353,  0.57255,  0.50196,  0.96471,  0.65098,  0.58431,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.31055,  0.15149,  1.00,  1.00,  1.00,  1.00
4862, 12376,  8.26249,  5.08621,  160.17242,  0.61569,  0.01569,  0.56471,  0.50196,  0.96863,  0.62745,  0.60784,  1.00, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0441,  0.15149,  1.00,  1.00,  1.00,  1.00
