VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w, texcoord0.x, texcoord0.y
18370, 4243, -0.72114,  18.2168, -0.36542,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09751,  0.49321
18371, 4244, -0.71314,  18.2248, -0.42854,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09751,  0.62678
18372, 4279, -1.00284,  17.5011, -0.35539,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34758,  0.49808
18373, 4280, -0.99014,  17.5422, -0.50632,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34797,  0.60229
18374, 4218, -0.88854,  17.6265, -0.49664,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.28409,  0.62678
18375, 4218, -0.88854,  17.6265, -0.49664,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.28409,  0.62678
18376, 4215, -0.88994,  17.5868, -0.32561,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.28409,  0.49321
18377, 4279, -1.00284,  17.5011, -0.35539,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34758,  0.49808
18378, 4280, -0.99014,  17.5422, -0.50632,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34797,  0.60229
18379, 4279, -1.00284,  17.5011, -0.35539,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34758,  0.49808
18380, 4276, -1.12664,  17.4479, -0.41761,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37904,  0.50429
18381, 4276, -1.12664,  17.4479, -0.41761,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37904,  0.50429
18382, 4277, -1.11654,  17.476, -0.51918,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37636,  0.57516
18383, 4280, -0.99014,  17.5422, -0.50632,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.34797,  0.60229
18384, 4277, -1.11654,  17.476, -0.51918,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37636,  0.57516
18385, 4276, -1.12664,  17.4479, -0.41761,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37904,  0.50429
18386, 4275, -1.24184,  17.4061, -0.4821,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40398,  0.51952
18387, 4275, -1.24184,  17.4061, -0.4821,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40398,  0.51952
18388, 4278, -1.23854,  17.4199, -0.53019,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.4002,  0.55627
18389, 4277, -1.11654,  17.476, -0.51918,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37636,  0.57516
18390, 4278, -1.23854,  17.4199, -0.53019,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.4002,  0.55627
18391, 4275, -1.24184,  17.4061, -0.4821,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40398,  0.51952
18392, 4301, -1.33334,  17.3833, -0.50804,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.42568,  0.53527
18393, 2132,  0.45309,  19.0388, -2.32973,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.77185
18394, 2130,  0.40774,  18.50837, -2.44891,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.77185
18395, 2131,  0.22519,  18.49452, -2.45576,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.81553
18396, 2128,  0.28155,  18.11349, -2.6558,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5,  0.4138,  0.81553
18397, 2131,  0.22519,  18.49452, -2.45576,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.81553
18398, 2130,  0.40774,  18.50837, -2.44891,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.77185
18399, 2130,  0.40774,  18.50837, -2.44891,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.77185
18400, 2129,  0.41531,  18.15692, -2.63557,  0.025,  0.475,  0.50,  0.00, 3, 4, 5, 5,  0.41359,  0.77185
18401, 2128,  0.28155,  18.11349, -2.6558,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5,  0.4138,  0.81553
18402, 2135,  0.53593,  19.45561, -2.29554,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.77185
18403, 2132,  0.45309,  19.0388, -2.32973,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.77185
18404, 2133,  0.21633,  19.03844, -2.33337,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.81553
18405, 2131,  0.22519,  18.49452, -2.45576,  0.0375,  0.7125,  0.25,  0.00, 3, 4, 5, 5,  0.39254,  0.81553
18406, 2133,  0.21633,  19.03844, -2.33337,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.81553
18407, 2132,  0.45309,  19.0388, -2.32973,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.77185
18408, 2133,  0.21633,  19.03844, -2.33337,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.36583,  0.81553
18409, 2134,  0.28085,  19.45721, -2.30823,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.81553
18410, 2135,  0.53593,  19.45561, -2.29554,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.77185
18411, 2136,  0.63562,  20.076, -2.32003,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.77185
18412, 2135,  0.53593,  19.45561, -2.29554,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.77185
18413, 2134,  0.28085,  19.45721, -2.30823,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.81553
18414, 2134,  0.28085,  19.45721, -2.30823,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.35041,  0.81553
18415, 2137,  0.38475,  20.07948, -2.38846,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.81553
18416, 2136,  0.63562,  20.076, -2.32003,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.77185
18417, 2139,  0.39925,  20.94702, -2.25996,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28872,  0.81553
18418, 2140,  0.67161,  20.9499, -2.22368,  0.24557,  0.33849,  0.41593,  0.00, 0, 2, 3, 3,  0.28872,  0.77185
18419, 2136,  0.63562,  20.076, -2.32003,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.77185
18420, 2136,  0.63562,  20.076, -2.32003,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.77185
18421, 2137,  0.38475,  20.07948, -2.38846,  0.25,  0.75,  0.00,  0.00, 2, 3, 3, 3,  0.30574,  0.81553
18422, 2139,  0.39925,  20.94702, -2.25996,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28872,  0.81553
18423, 2140,  0.67161,  20.9499, -2.22368,  0.24557,  0.33849,  0.41593,  0.00, 0, 2, 3, 3,  0.28872,  0.77185
18424, 2139,  0.39925,  20.94702, -2.25996,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28872,  0.81553
18425, 2138,  0.42135,  21.24759, -2.17886,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.81553
18426, 2138,  0.42135,  21.24759, -2.17886,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.81553
18427, 2141,  0.70979,  21.25047, -2.1397,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.77185
18428, 2140,  0.67161,  20.9499, -2.22368,  0.24557,  0.33849,  0.41593,  0.00, 0, 2, 3, 3,  0.28872,  0.77185
18429, 2141,  0.70979,  21.25047, -2.1397,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.77185
18430, 2138,  0.42135,  21.24759, -2.17886,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.81553
18431, 2149,  0.44508,  21.56481, -2.03569,  0.35696,  0.44953,  0.1935,  0.00, 0, 2, 3, 3,  0.24704,  0.81553
18432, 2149,  0.44508,  21.56481, -2.03569,  0.35696,  0.44953,  0.1935,  0.00, 0, 2, 3, 3,  0.24704,  0.81553
18433, 2150,  0.73125,  21.53574, -1.9365,  0.37556,  0.43654,  0.18791,  0.00, 0, 2, 3, 3,  0.24704,  0.77185
18434, 2141,  0.70979,  21.25047, -2.1397,  0.27839,  0.43238,  0.28923,  0.00, 0, 2, 3, 3,  0.2717,  0.77185
18435, 2150,  0.73125,  21.53574, -1.9365,  0.37556,  0.43654,  0.18791,  0.00, 0, 2, 3, 3,  0.24704,  0.77185
18436, 2149,  0.44508,  21.56481, -2.03569,  0.35696,  0.44953,  0.1935,  0.00, 0, 2, 3, 3,  0.24704,  0.81553
18437, 2148,  0.48542,  22.03563, -1.59148,  0.46891,  0.37489,  0.1562,  0.00, 0, 2, 3, 3,  0.22238,  0.81553
18438, 2148,  0.48542,  22.03563, -1.59148,  0.46891,  0.37489,  0.1562,  0.00, 0, 2, 3, 3,  0.22238,  0.81553
18439, 2151,  0.73636,  21.97395, -1.43386,  0.44244,  0.52207,  0.03549,  0.00, 0, 2, 3, 3,  0.22238,  0.77185
18440, 2150,  0.73125,  21.53574, -1.9365,  0.37556,  0.43654,  0.18791,  0.00, 0, 2, 3, 3,  0.24704,  0.77185
18441, 2151,  0.73636,  21.97395, -1.43386,  0.44244,  0.52207,  0.03549,  0.00, 0, 2, 3, 3,  0.22238,  0.77185
18442, 2148,  0.48542,  22.03563, -1.59148,  0.46891,  0.37489,  0.1562,  0.00, 0, 2, 3, 3,  0.22238,  0.81553
18443, 2142,  0.4554,  22.27543, -1.25676,  0.53308,  0.4372,  0.02972,  0.00, 0, 2, 3, 3,  0.19962,  0.81553
18444, 2142,  0.4554,  22.27543, -1.25676,  0.53308,  0.4372,  0.02972,  0.00, 0, 2, 3, 3,  0.19962,  0.81553
18445, 2143,  0.69319,  22.14578, -1.11573,  0.55618,  0.41557,  0.02825,  0.00, 0, 2, 3, 3,  0.19962,  0.77185
18446, 2151,  0.73636,  21.97395, -1.43386,  0.44244,  0.52207,  0.03549,  0.00, 0, 2, 3, 3,  0.22238,  0.77185
18447, 2142,  0.4554,  22.27543, -1.25676,  0.53308,  0.4372,  0.02972,  0.00, 0, 2, 3, 3,  0.19962,  0.81553
18448, 2145,  0.36833,  22.38544, -0.88347,  0.63513,  0.33393,  0.03094,  0.00, 0, 2, 3, 3,  0.16106,  0.81553
18449, 2144,  0.62573,  22.28705, -0.74743,  0.6386,  0.33075,  0.03065,  0.00, 0, 2, 3, 3,  0.16106,  0.77185
18450, 2144,  0.62573,  22.28705, -0.74743,  0.6386,  0.33075,  0.03065,  0.00, 0, 2, 3, 3,  0.16106,  0.77185
18451, 2143,  0.69319,  22.14578, -1.11573,  0.55618,  0.41557,  0.02825,  0.00, 0, 2, 3, 3,  0.19962,  0.77185
18452, 2142,  0.4554,  22.27543, -1.25676,  0.53308,  0.4372,  0.02972,  0.00, 0, 2, 3, 3,  0.19962,  0.81553
18453, 2145,  0.36833,  22.38544, -0.88347,  0.63513,  0.33393,  0.03094,  0.00, 0, 2, 3, 3,  0.16106,  0.81553
18454, 2147,  0.2126,  22.49608, -0.46962,  0.70833,  0.29167,  0.00,  0.00, 0, 2, 2, 2,  0.12288,  0.81553
18455, 2146,  0.48373,  22.33205, -0.32844,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.12288,  0.77185
18456, 2146,  0.48373,  22.33205, -0.32844,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.12288,  0.77185
18457, 2144,  0.62573,  22.28705, -0.74743,  0.6386,  0.33075,  0.03065,  0.00, 0, 2, 3, 3,  0.16106,  0.77185
18458, 2145,  0.36833,  22.38544, -0.88347,  0.63513,  0.33393,  0.03094,  0.00, 0, 2, 3, 3,  0.16106,  0.81553
18459, 2128,  0.28155,  18.11349, -2.6558,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5,  0.4138,  0.81553
18460, 2129,  0.41531,  18.15692, -2.63557,  0.025,  0.475,  0.50,  0.00, 3, 4, 5, 5,  0.41359,  0.77185
18461, 2152,  0.4622,  17.91538, -2.77461,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.41868,  0.77434
18462, 2152,  0.4622,  17.91538, -2.77461,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.41868,  0.77434
18463, 2153,  0.37578,  17.90438, -2.78447,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.41829,  0.81342
18464, 2128,  0.28155,  18.11349, -2.6558,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5,  0.4138,  0.81553
18465, 2154,  0.57642,  17.71273, -2.96628,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.43836,  0.79369
18466, 2153,  0.37578,  17.90438, -2.78447,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.41829,  0.81342
18467, 2152,  0.4622,  17.91538, -2.77461,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5,  0.41868,  0.77434
18468, 1649, -0.7356,  18.3968, -0.39781,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.50933
18469, 1654, -0.7386,  18.2168, -0.36542,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.50933
18470, 1651, -0.7441,  18.1996, -0.28537,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.6268
18471, 1651, -0.7441,  18.1996, -0.28537,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.6268
18472, 1648, -0.7492,  18.3734, -0.28868,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.6268
18473, 1649, -0.7356,  18.3968, -0.39781,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.50933
18474, 1647, -0.766,  18.55795, -0.29081,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.6268
18475, 1650, -0.737,  18.57019, -0.39049,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.50933
18476, 1649, -0.7356,  18.3968, -0.39781,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.50933
18477, 1649, -0.7356,  18.3968, -0.39781,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.50933
18478, 1648, -0.7492,  18.3734, -0.28868,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13218,  0.6268
18479, 1647, -0.766,  18.55795, -0.29081,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.6268
18480, 1651, -0.7441,  18.1996, -0.28537,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.6268
18481, 1654, -0.7386,  18.2168, -0.36542,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.50933
18482, 1653, -0.7484,  18.0439, -0.34118,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.50933
18483, 1653, -0.7484,  18.0439, -0.34118,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.50933
18484, 1652, -0.7052,  18.0302, -0.247,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.6268
18485, 1651, -0.7441,  18.1996, -0.28537,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.16749,  0.6268
18486, 1687, -0.6891,  17.845, -0.21729,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.6268
18487, 1652, -0.7052,  18.0302, -0.247,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.6268
18488, 1653, -0.7484,  18.0439, -0.34118,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.50933
18489, 1653, -0.7484,  18.0439, -0.34118,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.20272,  0.50933
18490, 1688, -0.7734,  17.8552, -0.3236,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.50933
18491, 1687, -0.6891,  17.845, -0.21729,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.6268
18492, 1656, -0.697,  17.6957, -0.18744,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.6268
18493, 1687, -0.6891,  17.845, -0.21729,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.6268
18494, 1688, -0.7734,  17.8552, -0.3236,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.50933
18495, 1688, -0.7734,  17.8552, -0.3236,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.22927,  0.50933
18496, 1655, -0.7394,  17.6728, -0.29313,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.50933
18497, 1656, -0.697,  17.6957, -0.18744,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.6268
18498, 1657, -0.7205,  17.529, -0.1456,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.6268
18499, 1656, -0.697,  17.6957, -0.18744,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.6268
18500, 1655, -0.7394,  17.6728, -0.29313,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.50933
18501, 1655, -0.7394,  17.6728, -0.29313,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.31033,  0.50933
18502, 1658, -0.7644,  17.5026, -0.2419,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.50933
18503, 1657, -0.7205,  17.529, -0.1456,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.6268
18504, 1658, -0.7644,  17.5026, -0.2419,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.50933
18505, 1699, -0.7704,  17.381, -0.091,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40557,  0.61572
18506, 1657, -0.7205,  17.529, -0.1456,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.6268
18507, 1658, -0.7644,  17.5026, -0.2419,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.37567,  0.50933
18508, 1720, -0.7999,  17.3635, -0.1558,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40557,  0.51914
18509, 1699, -0.7704,  17.381, -0.091,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40557,  0.61572
18510, 1699, -0.7704,  17.381, -0.091,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40557,  0.61572
18511, 1720, -0.7999,  17.3635, -0.1558,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.40557,  0.51914
18512, 1719, -0.8296,  17.2605, -0.0381,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.43103,  0.56935
18513, 1650, -0.737,  18.57019, -0.39049,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.50933
18514, 1647, -0.766,  18.55795, -0.29081,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.6268
18515, 1698, -0.7784,  18.73928, -0.27172,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05881,  0.6268
18516, 1698, -0.7784,  18.73928, -0.27172,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05881,  0.6268
18517, 1697, -0.7508,  18.75983, -0.37558,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05881,  0.50933
18518, 1650, -0.737,  18.57019, -0.39049,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09618,  0.50933
18519, 4652,  0.81346,  18.71611, -0.14228,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05873,  0.5535
18520, 4642,  0.77194,  18.5322, -0.14845,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5535
18521, 4643,  0.81725,  18.54107, -0.3006,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5115
18522, 4640,  0.81136,  18.3476, -0.31261,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5115
18523, 4643,  0.81725,  18.54107, -0.3006,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5115
18524, 4642,  0.77194,  18.5322, -0.14845,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5535
18525, 4642,  0.77194,  18.5322, -0.14845,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5535
18526, 4641,  0.72133,  18.3479, -0.14962,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5535
18527, 4640,  0.81136,  18.3476, -0.31261,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5115
18528, 4643,  0.81725,  18.54107, -0.3006,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.09695,  0.5115
18529, 4653,  0.81689,  18.73368, -0.27843,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05873,  0.5115
18530, 4652,  0.81346,  18.71611, -0.14228,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.05873,  0.5535
18531, 4640,  0.81136,  18.3476, -0.31261,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5115
18532, 4641,  0.72133,  18.3479, -0.14962,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5535
18533, 4645,  0.70814,  18.1806, -0.14757,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5535
18534, 4645,  0.70814,  18.1806, -0.14757,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5535
18535, 4646,  0.81404,  18.1753, -0.29697,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5115
18536, 4640,  0.81136,  18.3476, -0.31261,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.13551,  0.5115
18537, 4646,  0.81404,  18.1753, -0.29697,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5115
18538, 4645,  0.70814,  18.1806, -0.14757,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5535
18539, 4644,  0.71684,  17.9838, -0.13943,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5535
18540, 4644,  0.71684,  17.9838, -0.13943,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5535
18541, 4647,  0.83504,  17.9739, -0.26413,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5115
18542, 4646,  0.81404,  18.1753, -0.29697,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.24168,  0.5115
18543, 4647,  0.83504,  17.9739, -0.26413,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5115
18544, 4644,  0.71684,  17.9838, -0.13943,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5535
18545, 4649,  0.74094,  17.8085, -0.12525,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5535
18546, 4649,  0.74094,  17.8085, -0.12525,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5535
18547, 4650,  0.85274,  17.7986, -0.21687,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5115
18548, 4647,  0.83504,  17.9739, -0.26413,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.27341,  0.5115
18549, 4650,  0.85274,  17.7986, -0.21687,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5115
18550, 4649,  0.74094,  17.8085, -0.12525,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5535
18551, 4648,  0.79684,  17.6457, -0.0979,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.36125,  0.54946
18552, 4648,  0.79684,  17.6457, -0.0979,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.36125,  0.54946
18553, 4651,  0.87134,  17.6397, -0.13913,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.36125,  0.51781
18554, 4650,  0.85274,  17.7986, -0.21687,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.32823,  0.5115
18555, 4654,  0.89874,  17.5531, -0.0607,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.38398,  0.532
18556, 4651,  0.87134,  17.6397, -0.13913,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.36125,  0.51781
18557, 4648,  0.79684,  17.6457, -0.0979,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.36125,  0.54946
18558, 2472, -0.37934,  21.02507,  0.24321,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03167,  0.82362
18559, 2473, -0.32781,  21.07073,  0.25055,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04135,  0.76225
18560, 2475, -0.51315,  21.35725,  0.19606,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06563,  0.76225
18561, 2475, -0.51315,  21.35725,  0.19606,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.06563,  0.76225
18562, 2474, -0.55558,  21.31487,  0.18333,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05583,  0.82362
18563, 2472, -0.37934,  21.02507,  0.24321,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03167,  0.82362
18564, 2470, -0.18408,  20.75811,  0.21865,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.01883,  0.76225
18565, 2473, -0.32781,  21.07073,  0.25055,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04135,  0.76225
18566, 2472, -0.37934,  21.02507,  0.24321,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03167,  0.82362
18567, 2472, -0.37934,  21.02507,  0.24321,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.03167,  0.82362
18568, 2471, -0.19721,  20.75525,  0.19835,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.00914,  0.82362
18569, 2470, -0.18408,  20.75811,  0.21865,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.01883,  0.76225
